,,,,,,To check,To check,To check,To check,To check,To check,To check,To check,To check,,To check,,To check,To check,To check,To check,To check,To fill,To fill,To fill,To fill,To fill,To fill,To fill,To fill,
,,,A2482,591,2483,ANALYSIS OF SEASONAL AND ANNUAL CHANGE OF VEGETATION IN THE INDIAN THAR DESERT USING MODIS DATA,"The western part of India, specifically the dry region, will play an important role in determining the Indian monsoon and even global climate patterns. Drastically change in land use pattern of the region has been observed during last few decades. In this paper, an effort was made to track the seasonal as well as annual changes of vegetation pattern in Jaisalmer district using MODIS normalized difference vegetation index (NDVI) products. Apart from this, ground data on vegetation were also collected under vegetation carbon pool assessment programme of ISRO-IGBP. It was found that during the hot summer month of May, the area under NDVI class 0-0.1 is reduced from 98% during 2003 to 95% during 2009 with a simultaneous increase in area under NDVI class 0.1-0.2 from 2 to 5%. During the month of September, area under NDVI class 0.2-0.3 increased from almost negligible during May to 34-39% during normal or surplus rainfall year but only to 3% during a deficit year. From the ground data on vegetation biomass, it was found that Prosopis juliflora and Acacia senegal are the most abundant trees in Jaisalmer region of the desert. The sites with NDVI value >= 0.2 were mostly found with Prosopis juliflora tree. Among shrubs, the most abundant species was Calotropis procera and Zizyphus numularia. From this study, it has been found that MODIS NDVI products may be used to quickly assess the vegetation changes in response to rainfall as well as due to anthroprogenic interventions in desert.",Y,Plot-based or transects,link,2011,ISPRS BHOPAL 2011 WORKSHOP EARTH OBSERVATION FOR TERRESTRIAL ECOSYSTEM,"Santra, P; Chkraborty, A",,,Tetracerus quadricornis; Diet; Group size; Breeding; Southern India,BIOMASS,Indian Institute of Science (IISC) - Bangalore,"[Baskaran, Nagarajan; Kannan, Vaithianathan] Indian Inst Sci, Asian Nat Conservat Fdn, Bangalore 560012, Karnataka, India; [Baskaran, Nagarajan; Desai, Ajay A.] Bombay Nat Hist Soc, Bombay 400001, Maharashtra, India; [Kannan, Vaithianathan; Thiyagesan, Krishnamoorthy] AVC Coll, Postgrad & Res Dept Zool & Wildlife Biol, Mayiladuthurai 609305, Tamil Nadu, India","Baskaran, N (corresponding author), Indian Inst Sci, Asian Nat Conservat Fdn, Innovation Ctr 1st Floor, Bangalore 560012, Karnataka, India.",Forest Department of Tamil Nadu; Bombay Natural History Society,,,,,,,,,,
,,,A0312,592,313,"Quantification of carbon sequestration by urban forest using Landsat 8 OLI and machine learning algorithms in Jodhpur, India","Urban forests play a significant role in carbon cycling. Quantification of Aboveground Biomass (AGB) is critical to understand the role of urban forests in carbon sequestration. In the present study, Machine learning (ML) based regression algorithms (SVM, RF, kNN and XGBoost) have been taken into account for spatial mapping of AGB and carbon for the urban forests of Jodhpur city, Rajasthan, India, with the aid of field-based data and their correlations with spectra and textural variables derived from Landsat 8 OLI data. A total of 198 variables were retrieved from the satellite image, including bands, Vegetation Indices (VIs), linearly transformed variables, and Grey Level Co-occurrence textures (GLCM) taken as independent input variables further reduced to 29 variables using Boruta feature selection method. All the models have been compared where with RF algorithm, R2 = 0.83, RMSE = 16.22 t/ha and MAE = 11.86 t/ha. For kNN algorithm R2 = 0.77, RMSE = 28.04 t/ha and MAE = 24.24 t/ha and SVM where R2 = 0.73, RMSE = 89.21 t/ha and MAE = 74.22 t/ha and the best prediction accuracy has been noted with XGBoost algorithm (R2 = 0.89, RMSE = 14.08 t/ha and MAE = 13.66 t/ha) with predicted AGB as 0.51−153.76 t/ha. The study indicates that ML-based regression algorithms have great potential over other linear and multiple regression techniques for spatial mapping of AGB and carbon of urban forests for arid regions.",Y,Plot-based or transects,https://doi.org/10.1016/j.ufug.2021.127445,2022,URBAN FORESTRY & URBAN GREENING,"Uniyal, S; Purohit, S; Chaurasia, K; Amminedu, E; Rao, SS",,,Artinskian; Guadalupian; Depositional environment; Carbon isotope; Biomarker; Godavari valley,TRIASSIC BOUNDARY; ORGANIC-MATTER; ANDHRA-PRADESH; DEPOSITIONAL ENVIRONMENT; PALYNOLOGICAL RECORDS; WITBANK COALFIELD; COAL DEPOSITS; SUB BASIN; SEDIMENTS; PALYNOSTRATIGRAPHY,Department of Science & Technology (India); Birbal Sahni Institute of Palaeobotany (BSIP),"[Aggarwal, Neha; Mathews, Runcie Paul; Ansari, Arif Husain; Thakur, Biswajeet; Agrawal, Shailesh] Birbal Sahni Inst Palaeosci, 53 Univ Rd, Lucknow 226007, Uttar Pradesh, India","Aggarwal, N (corresponding author), Birbal Sahni Inst Palaeosci, 53 Univ Rd, Lucknow 226007, Uttar Pradesh, India.",,gold,,,,,,,,,
,,,A3004,593,3005,Liana diversity and distribution in four tropical dry evergreen forests on the Coromandel coast of south India,"Liana diversity was inventoried in four tropical dry evergreen forest sites that are characterized by numerous trees, of short stature and small diameter, and a varying degree of anthropogenic disturbance, on the Coromandel coast of south India. A 1-ha plot was established in each of the four sites and was subdivided into 100 quadrats of 10 m x 10 m. All lianas greater than or equal to1 cm diameter at breast height (dbh) rooted within the plot were enumerated. The species richness and density of lianas, with respect to site disturbance and forest stature, varied across the sites. Liana density totaled 3307 individuals (range 497-1163 individuals ha(-1)) and species richness totaled 39 species (range 24-29 species ha(-1)) representing 34 genera and 24 families. Combretaceae, Asclepiadaceae, Capparaceae and Vitaceae were the well-represented families. The top five species Strychnos minor, Combretum albidum, Derris ovalifolia, Jasminum angustifolium and Reissantia indica contributed 55% of total density. The slopes of the species-area curves were different for each of the four sites and the curve stabilized in only one site. Of the four climbing modes recognized among the total 39 species, 18 were twiners (56% of the total density). Eight species (24% of density) were tendril climbers and 12 species (16% of density) were scramblers. Hugonia mystax was the only hook climber. All the 39 species and 88% of liana density were encountered within a category of 6 cm dbh or less, and a similar pattern prevailed in the individual sites. Of the three diaspore dispersal modes found among the 39 liana species, animal (64%) and wind (23%) dispersal were predominant over the autochorous mode (13%). Liana diversity and distribution in dry forest communities appear to be influenced by forest stature and site disturbance levels. In the light of the extent of liana diversity and sacred grove status of the study sites, the need for forest conservation, involving local people, is emphasized.",Y,Plot-based or transects,https://doi.org/10.1023/A:1023620901624,2003,BIODIVERSITY AND CONSERVATION,"Reddy, MS; Parthasarathy, N",,,,SPECIES RICHNESS; MULTIVARIATE-ANALYSIS; SURFACE ANALYSIS; ORDINATION; EXAMPLE; MODELS; OLD,Centre National de la Recherche Scientifique (CNRS); CNRS - Institute of Ecology & Environment (INEE); UDICE-French Research Universities; Universite Claude Bernard Lyon 1; VetAgro Sup; University of California System; University of California Santa Barbara,"Univ Lyon 1, CNRS, UMR 5558, Lab Biometrie & Biol Evolut, F-69622 Villeurbanne, France; Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA","Dray, S (corresponding author), Univ Lyon 1, CNRS, UMR 5558, Lab Biometrie & Biol Evolut, 43 Bd 11 Novembre 1918, F-69622 Villeurbanne, France.",,,,,,,,,,,
,,,,594,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,595,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,596,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,597,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,598,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,599,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,600,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,601,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,602,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,603,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,604,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,605,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,606,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,607,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,608,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,609,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,610,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,611,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,612,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,613,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,614,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,615,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,616,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,617,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,618,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,619,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,620,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,621,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,622,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,623,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,624,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,625,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,626,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,627,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,628,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,629,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,630,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,631,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,632,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,633,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,634,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,635,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,636,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,637,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,638,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,639,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,640,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,641,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,642,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,643,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,644,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,645,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,646,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,647,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,648,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,649,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,650,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,651,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,652,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,653,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,654,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,655,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,656,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,657,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,658,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,659,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,660,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,661,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
,,,,662,#N/A,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,
