treatment,forest_type,plot_ID,gbh_cm,gbh_cm_stem2,gbh_cm_stem3,height_m,code,species_ID,family,ID_level,plotA,plotB,plotC,wd_m,wd_sd,WD_level,type_plot,gf
L2,evergreen,BAT1P15,202,NA,NA,36,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L2,evergreen,BAT1P15,185,NA,NA,27,melsp9,Meliaceae sp9,Meliaceae,S,NA,NA,Y,0.577974482,0.04708793,P,C,T
L2,evergreen,BAT1P15,195,NA,NA,35,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L2,evergreen,BAT1P15,267,NA,NA,35,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L2,evergreen,BAT1P15,188,NA,NA,35,dipsp,Dipterocarpus sp,Dipterocarpaceae,G,NA,NA,Y,0.645402767,0.073764352,G,C,T
L2,evergreen,BAT1P15,207,NA,NA,33,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L2,evergreen,BAT1P15,244.92,NA,NA,34,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L2,evergreen,BAT1P15,204.1,NA,NA,35,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
L2,evergreen,BAT1P15,192,NA,NA,31,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L2,evergreen,BAT1P15,219.8,NA,NA,29,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L2,evergreen,BAT1P15,220,NA,NA,27,parins,Parishia insignis,Anacardiaceae,S,NA,NA,Y,0.556666667,0.090184995,S,C,T
L2,deciduous,BAT1P16,104,NA,NA,15.5,drysma,Drypetes small,Euphorbioaceae,S,Y,Y,NA,0.706904579,0.075472281,G,B,T
L2,deciduous,BAT1P16,39,NA,NA,9.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P16,16,NA,NA,3,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P16,13,NA,NA,3,stevil,Sterculia villosa,Sterculiaceae,S,NA,Y,NA,0.254856,0.127696287,S,B,T
L2,deciduous,BAT1P16,11,NA,NA,2.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P16,12,NA,NA,3,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,13,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,14,NA,NA,5.5,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,15,NA,NA,5,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,10,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P16,11,NA,NA,4,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,41,NA,NA,9.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,Y,NA,0.552762,0.063149352,S,B,T
L2,deciduous,BAT1P16,15,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.588811498,0.037980102,P,B,P
L2,deciduous,BAT1P16,15.5,NA,NA,5.5,leasp,Leea sp,Leeaceae,G,NA,Y,NA,0.57,0.155563492,G,B,T
L2,deciduous,BAT1P16,18,NA,NA,4,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P16,12,NA,NA,4,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L2,deciduous,BAT1P16,65,NA,NA,9.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
L2,deciduous,BAT1P16,39,NA,NA,8.5,celphi,Celtis philippenis,Ulmaceae,S,Y,NA,NA,0.593820603,0.083757201,G,A,T
L2,deciduous,BAT1P16,39,NA,NA,6.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
L2,deciduous,BAT1P16,107,NA,NA,20.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P16,85,NA,NA,15.5,celphi,Celtis philippenis,Ulmaceae,S,Y,NA,NA,0.593820603,0.083757201,G,A,T
L2,deciduous,BAT1P16,61,NA,NA,11.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P16,52,NA,NA,13.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P16,82,NA,NA,14.5,diland,Dillenia andamanica,Dilleniaceae,S,Y,NA,NA,0.61240513,0.066353381,G,A,T
L2,deciduous,BAT1P16,89,NA,NA,15.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P16,78,NA,NA,8.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P16,106,NA,NA,20.5,unksp11,Unknown species 11,NA,G,Y,NA,NA,0.588811498,0.037980102,P,A,T
L2,deciduous,BAT1P16,36,NA,NA,4,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,Y,NA,NA,0.524774716,0.100269141,G,A,T
L2,deciduous,BAT1P16,41,NA,NA,4,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P16,226.08,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.588811498,0.037980102,P,C,T
L2,deciduous,BAT1P16,565.2,NA,NA,35.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P16,227,NA,NA,24.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
L2,deciduous,BAT1P16,208,NA,NA,24.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,NA,NA,Y,0.552762,0.063149352,S,C,T
L2,deciduous,BAT1P16,320,NA,NA,32.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L2,deciduous,BAT1P16,298,NA,NA,29.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P16,282.6,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.588811498,0.037980102,P,C,T
L2,deciduous,BAT1P16,197,NA,NA,19.5,marind,Margaritaria indica,Euphorbioaceae,S,NA,NA,Y,0.68,0.174292516,S,C,T
L2,deciduous,BAT1P16,392.5,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P16,326.56,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.588811498,0.037980102,P,C,T
L2,deciduous,BAT1P16,204,NA,NA,25.5,ganfal,Ganophyllum falcatum,Sapindaceae,S,NA,NA,Y,0.705733,0.041024941,S,C,T
L2,deciduous,BAT1P16,185,NA,NA,18.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,NA,NA,Y,0.552762,0.063149352,S,C,T
L2,deciduous,BAT1P16,408.2,NA,NA,28.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P17,14,NA,NA,5.5,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
L2,deciduous,BAT1P17,11,NA,NA,1,clenit,Cleidion nitidum,Euphorbioaceae,S,NA,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P17,49,NA,NA,9.5,strasp,Streblus asper,Moraceae,S,Y,Y,NA,0.621744,0.138954968,S,B,T
L2,deciduous,BAT1P17,11,NA,NA,3.5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L2,deciduous,BAT1P17,63,NA,NA,11.5,strasp,Streblus asper,Moraceae,S,Y,Y,NA,0.621744,0.138954968,S,B,T
L2,deciduous,BAT1P17,13,NA,NA,3.5,aidden,Aidia densiflora,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
L2,deciduous,BAT1P17,13,NA,NA,3,clenit,Cleidion nitidum,Euphorbioaceae,S,NA,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P17,13,NA,NA,3.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,Y,NA,0.307096,0.048223214,S,B,T
L2,deciduous,BAT1P17,37,NA,NA,6.5,clenit,Cleidion nitidum,Euphorbioaceae,S,Y,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P17,16,NA,NA,5,diokur,Diospyros kurzii,Ebenaceae,S,NA,Y,NA,0.8,0.130127619,S,B,T
L2,deciduous,BAT1P17,18,NA,NA,4,clenit,Cleidion nitidum,Euphorbioaceae,S,NA,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P17,11,NA,NA,4,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
L2,deciduous,BAT1P17,19,NA,NA,4,melsp,Meliaceae sp,Meliaceae,F,NA,Y,NA,0.567934212,0.046167472,P,B,T
L2,deciduous,BAT1P17,10,NA,NA,4.5,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
L2,deciduous,BAT1P17,75,NA,NA,13.5,diocor,Diospyros cordifolia,Ebenaceae,S,Y,NA,NA,0.73,0.130127619,S,A,T
L2,deciduous,BAT1P17,118,NA,NA,13.5,grecal,Grewia calophylla,Ulmaceae,S,Y,NA,NA,0.556633203,0.103219954,G,A,T
L2,deciduous,BAT1P17,94,NA,NA,12.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P17,98,NA,NA,12.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P17,40,NA,NA,8.5,oropol,Orophea polycarpa,Annonaceae,S,Y,NA,NA,0.567934212,0.046167472,P,A,T
L2,deciduous,BAT1P17,39,NA,NA,6.5,clenit,Cleidion nitidum,Euphorbioaceae,S,Y,NA,NA,0.516666667,0.170098011,G,A,T
L2,deciduous,BAT1P17,65,NA,NA,6,strasp,Streblus asper,Moraceae,S,Y,NA,NA,0.621744,0.138954968,S,A,T
L2,deciduous,BAT1P17,46,NA,NA,9.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P17,78,72,44,13.5,limaci,Limonia acidissima,Rutaceae,S,Y,NA,NA,0.840336,0.098019849,S,A,T
L2,deciduous,BAT1P17,38,NA,NA,9.5,oropol,Orophea polycarpa,Annonaceae,S,Y,NA,NA,0.567934212,0.046167472,P,A,T
L2,deciduous,BAT1P17,45,NA,NA,6.5,oropol,Orophea polycarpa,Annonaceae,S,Y,NA,NA,0.567934212,0.046167472,P,A,T
L2,deciduous,BAT1P17,57,NA,NA,15.5,celphi,Celtis philippenis,Ulmaceae,S,Y,NA,NA,0.593820603,0.083757201,G,A,T
L2,deciduous,BAT1P17,52,NA,NA,12.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P17,171,NA,NA,19.5,lancor,Lannea coromandelica,Anacardiaceae,S,Y,NA,NA,0.397296667,0.049785781,S,A,T
L2,deciduous,BAT1P17,48,NA,NA,4,clenit,Cleidion nitidum,Euphorbioaceae,S,Y,NA,NA,0.516666667,0.170098011,G,A,T
L2,deciduous,BAT1P17,35,NA,NA,5,murpan,Murraya paniculata,Rutaceae,S,Y,NA,NA,0.871370667,0.014946444,S,A,T
L2,deciduous,BAT1P17,58,NA,NA,13.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
L2,deciduous,BAT1P17,52,NA,NA,4,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P17,210,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.567934212,0.046167472,P,C,T
L2,deciduous,BAT1P17,207,NA,NA,24.5,agland,Aglaia andamanica,Meliaceae,S,NA,NA,Y,0.659026321,0.089693385,G,C,T
L2,deciduous,BAT1P17,197.82,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P17,213.52,NA,NA,29.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,NA,NA,Y,0.25,0.070641633,S,C,T
L2,deciduous,BAT1P17,345.4,NA,NA,37.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P17,190,NA,NA,19.5,milhor,Miliusa horsfieldii,Annonaceae,S,NA,NA,Y,0.61,0.038162367,S,C,T
L2,deciduous,BAT1P17,310,NA,NA,27.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L2,deciduous,BAT1P17,230,NA,NA,25.5,caneup,Canarium euphyllum,Burseraceae,S,NA,NA,Y,0.35,0.087044145,S,C,T
L2,deciduous,BAT1P17,219.8,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.567934212,0.046167472,P,C,T
L2,deciduous,BAT1P17,785,NA,NA,36.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
L2,deciduous,BAT1P17,194,NA,NA,29.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L2,deciduous,BAT1P17,266.9,NA,NA,29.5,corgra,Cordia grandis,Boraginaceae,S,NA,NA,Y,0.510494644,0.162166469,G,C,T
L2,deciduous,BAT1P17,194,NA,NA,27.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L2,deciduous,BAT1P18,26,NA,NA,7.5,cracoc,Cratoxylon cochinchinense,Hypericaceae,S,NA,Y,NA,0.56810946,0.031468241,P,B,T
L2,deciduous,BAT1P18,25,NA,NA,6.5,aidcoc,Aidia cochinchinensis,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
L2,deciduous,BAT1P18,11,NA,NA,4.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P18,67,NA,NA,6.5,cracoc,Cratoxylon cochinchinense,Hypericaceae,S,Y,Y,NA,0.56810946,0.031468241,P,B,T
L2,deciduous,BAT1P18,17,NA,NA,5.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,13,NA,NA,5.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,11,NA,NA,5,pavsp,Pavetta sp,Rubiaceae,G,NA,Y,NA,0.56810946,0.031468241,P,B,T
L2,deciduous,BAT1P18,15,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.56810946,0.031468241,P,B,P
L2,deciduous,BAT1P18,21,NA,NA,6,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,16,NA,NA,2,aidcoc,Aidia cochinchinensis,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
L2,deciduous,BAT1P18,13,NA,NA,5.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,21,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.56810946,0.031468241,P,B,P
L2,deciduous,BAT1P18,13,NA,NA,7,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
L2,deciduous,BAT1P18,13,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.56810946,0.031468241,P,B,P
L2,deciduous,BAT1P18,10,NA,NA,5.5,aidcoc,Aidia cochinchinensis,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
L2,deciduous,BAT1P18,13,NA,NA,5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,10,NA,NA,4.5,ixosp,Ixora sp,Rubiaceae,G,NA,Y,NA,0.792857143,0.096040666,G,B,T
L2,deciduous,BAT1P18,10,NA,NA,4.5,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L2,deciduous,BAT1P18,12,NA,NA,6,aidcoc,Aidia cochinchinensis,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
L2,deciduous,BAT1P18,17,NA,NA,5.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P18,67,NA,NA,9.5,atasp1,Atalantia sp,Rutaceae,S,Y,Y,NA,0.56810946,0.031468241,P,B,T
L2,deciduous,BAT1P18,32,NA,NA,7.5,agland,Aglaia andamanica,Meliaceae,S,Y,Y,NA,0.659026321,0.089693385,G,B,T
L2,deciduous,BAT1P18,12,12,NA,4.5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L2,deciduous,BAT1P18,15,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.56810946,0.031468241,P,B,P
L2,deciduous,BAT1P18,44,NA,NA,7.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P18,87,NA,NA,12.5,bomins,Bombax insigne,Bombacaceae,S,Y,NA,NA,0.371231783,0.07320674,G,A,T
L2,deciduous,BAT1P18,31,NA,NA,NA,belsp,Climber species,NA,G,Y,NA,NA,0.56810946,0.031468241,P,A,P
L2,deciduous,BAT1P18,51,NA,NA,8.5,sagell,Sageraea elliptica,Annonaceae,S,Y,NA,NA,0.67,0.086799749,S,A,T
L2,deciduous,BAT1P18,248,NA,NA,23.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,Y,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P18,42,NA,NA,6.5,diocor,Diospyros cordifolia,Ebenaceae,S,Y,NA,NA,0.73,0.130127619,S,A,T
L2,deciduous,BAT1P18,189,NA,NA,15.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,Y,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P18,67,NA,NA,7.5,lancor,Lannea coromandelica,Anacardiaceae,S,Y,NA,NA,0.397296667,0.049785781,S,A,T
L2,deciduous,BAT1P18,54,NA,NA,6.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P18,55,NA,NA,11.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P18,34,NA,NA,9.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P18,149,NA,NA,22.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
L2,deciduous,BAT1P18,53,NA,NA,11.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
L2,deciduous,BAT1P18,55,NA,NA,13.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,Y,NA,NA,0.62,0.056568542,S,A,T
L2,deciduous,BAT1P18,36,NA,NA,5.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
L2,deciduous,BAT1P18,35,NA,NA,5.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,Y,NA,NA,0.524774716,0.100269141,G,A,T
L2,deciduous,BAT1P18,32,NA,NA,4,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P18,93,NA,NA,12.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
L2,deciduous,BAT1P18,93,NA,NA,12.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P18,35,NA,NA,3.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
L2,deciduous,BAT1P18,250,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.56810946,0.031468241,P,C,T
L2,deciduous,BAT1P18,180,NA,NA,25.5,zanrhe,Zanthoxylum rhetsa,Rutaceae,S,NA,NA,Y,0.609957785,0.150879585,G,C,T
L2,deciduous,BAT1P18,190,NA,NA,17.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
L2,deciduous,BAT1P18,265,NA,NA,27.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
L2,deciduous,BAT1P18,340,NA,NA,32.5,bomins,Bombax insigne,Bombacaceae,S,NA,NA,Y,0.371231783,0.07320674,G,C,T
L2,deciduous,BAT1P18,200,NA,NA,31.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
L2,deciduous,BAT1P18,236,NA,NA,23.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,NA,NA,Y,0.552762,0.063149352,S,C,T
L2,deciduous,BAT1P18,303,NA,NA,18.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
L2,deciduous,BAT1P18,230,NA,NA,20.5,terman,Terminalia manii,Combretaceae,S,NA,NA,Y,0.66,0.153541295,S,C,T
L2,deciduous,BAT1P19,47,NA,NA,7.5,strasp,Streblus asper,Moraceae,S,Y,Y,NA,0.621744,0.138954968,S,B,T
L2,deciduous,BAT1P19,29,NA,NA,4,dioooc,Diospyros oocarpa,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P19,17,NA,NA,3.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P19,11,NA,NA,4,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
L2,deciduous,BAT1P19,11,NA,NA,2.5,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P19,18,NA,NA,4.5,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
L2,deciduous,BAT1P19,13,NA,NA,6,diound,Diospyros undulata,Ebenaceae,S,NA,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P19,12,NA,NA,4,diland,Dillenia andamanica,Dilleniaceae,S,NA,Y,NA,0.61240513,0.066353381,G,B,T
L2,deciduous,BAT1P19,11,NA,NA,4,gonmac,Goniothalamus macranthus,Annonaceae,S,NA,Y,NA,0.44,0.084852814,G,B,T
L2,deciduous,BAT1P19,29,NA,NA,7.5,diokur,Diospyros kurzii,Ebenaceae,S,NA,Y,NA,0.8,0.130127619,S,B,T
L2,deciduous,BAT1P19,10,NA,NA,5,clenit,Cleidion nitidum,Euphorbioaceae,S,NA,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P19,16,NA,NA,5,neogag,Neonauclea gagaena,Rubiaceae,S,NA,Y,NA,0.655777219,0.05189097,G,B,T
L2,deciduous,BAT1P19,23,NA,NA,6.5,neogag,Neonauclea gagaena,Rubiaceae,S,NA,Y,NA,0.655777219,0.05189097,G,B,T
L2,deciduous,BAT1P19,11,NA,NA,4,clenit,Cleidion nitidum,Euphorbioaceae,S,NA,Y,NA,0.516666667,0.170098011,G,B,T
L2,deciduous,BAT1P19,49,NA,NA,9.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
L2,deciduous,BAT1P19,17,NA,NA,4,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
L2,deciduous,BAT1P19,43,NA,NA,14.5,neogag,Neonauclea gagaena,Rubiaceae,S,Y,Y,NA,0.655777219,0.05189097,G,B,T
L2,deciduous,BAT1P19,43,NA,NA,12.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
L2,deciduous,BAT1P19,48,NA,NA,6.5,ochwal,Ochna wallichii,Ochnaceae,S,Y,Y,NA,0.7461805,0.092329025,G,B,T
L2,deciduous,BAT1P19,27,NA,NA,9.5,sagell,Sageraea elliptica,Annonaceae,S,NA,Y,NA,0.67,0.086799749,S,B,T
L2,deciduous,BAT1P19,87,NA,NA,13.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P19,130,NA,NA,18.5,mimand,Mimusops andamanica,Sapotaceae,S,Y,NA,NA,0.843016197,0.061560279,G,A,T
L2,deciduous,BAT1P19,94,NA,NA,16.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
L2,deciduous,BAT1P19,78,NA,NA,11.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
L2,deciduous,BAT1P19,59,NA,NA,6.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
L2,deciduous,BAT1P19,88,NA,NA,7.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,Y,NA,NA,0.307096,0.048223214,S,A,T
L2,deciduous,BAT1P19,78,NA,NA,6.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
L2,deciduous,BAT1P19,30,NA,NA,8.5,neogag,Neonauclea gagaena,Rubiaceae,S,Y,NA,NA,0.655777219,0.05189097,G,A,T
L2,deciduous,BAT1P19,55,NA,NA,6.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,NA,NA,0.527408,0.052902901,S,A,T
